# x y z neumann_error
9.3135327237579280e-01 3.3324352942106295e-01 1.4673047445536175e-01 1.6416190629087168e-09
8.9420497401737709e-01 4.2292745513703228e-01 1.4673047445536175e-01 4.8533443930409703e-10
8.4844499293701192e-01 5.0853835826436755e-01 1.4673047445536175e-01 5.4918425362870948e-10
7.9451402276745131e-01 5.8925175900627258e-01 1.4673047445536175e-01 4.4579406832667701e-10
7.3293144823309542e-01 6.6429034319116953e-01 1.4673047445536175e-01 7.3224182273179395e-10
6.6429034319116953e-01 7.3293144823309542e-01 1.4673047445536175e-01 5.1452531124596135e-10
5.8925175900627269e-01 7.9451402276745120e-01 1.4673047445536175e-01 5.5073634541713545e-10
5.0853835826436755e-01 8.4844499293701192e-01 1.4673047445536175e-01 3.8743852570632953e-10
4.2292745513703239e-01 8.9420497401737709e-01 1.4673047445536175e-01 2.2877451044678310e-09
3.3324352942106295e-01 9.3135327237579280e-01 1.4673047445536175e-01 2.0084627294636448e-09
2.4035028634732528e-01 9.5953212959174183e-01 1.4673047445536175e-01 7.0660322037952028e-10
1.4514233862723119e-01 9.7847016786610452e-01 1.4673047445536175e-01 2.4452559976850807e-09
4.8536590843283947e-02 9.8798500353771368e-01 1.4673047445536175e-01 1.2483569733490185e-09
9.9759236333609846e-01 4.9008570164780302e-02 4.9067674327418126e-02 1.7308940530869066e-09
9.8798500353771368e-01 1.4655373117284443e-01 4.9067674327418126e-02 1.2454999809285994e-09
9.6886280806771963e-01 2.4268749963529529e-01 4.9067674327418126e-02 4.3535053340093555e-10
9.4040993412174789e-01 3.3648405480977606e-01 4.9067674327418126e-02 9.3886720620162123e-10
9.0290039842982095e-01 4.2704008459554371e-01 4.9067674327418126e-02 1.0794343197062517e-10
8.5669543832545014e-01 5.1348348492279983e-01 4.9067674327418126e-02 1.3488898886748757e-10
8.0224003283264111e-01 5.9498175859162383e-01 4.9067674327418126e-02 8.8623774985308046e-11
7.4005861727464228e-01 6.7075003267509647e-01 4.9067674327418126e-02 8.1775031191000380e-11
6.7075003267509647e-01 7.4005861727464228e-01 4.9067674327418126e-02 6.4495742080339369e-10
5.9498175859162394e-01 8.0224003283264100e-01 4.9067674327418126e-02 1.4353052080195994e-10
5.1348348492279983e-01 8.5669543832545014e-01 4.9067674327418126e-02 1.5774936912293924e-09
4.2704008459554382e-01 9.0290039842982095e-01 4.9067674327418126e-02 5.0465498446783386e-10
3.3648405480977606e-01 9.4040993412174789e-01 4.9067674327418126e-02 7.4004269379202015e-10
2.4268749963529540e-01 9.6886280806771963e-01 4.9067674327418126e-02 9.1712637484420156e-10
1.4655373117284443e-01 9.8798500353771368e-01 4.9067674327418126e-02 1.3307062118883550e-09
4.9008570164780413e-02 9.9759236333609846e-01 4.9067674327418126e-02 3.8369307731045410e-09
0.0000000000000000e+00 0.0000000000000000e+00 5.3333333333333333e-01 9.8967012363004869e-10
0.0000000000000000e+00 0.0000000000000000e+00 5.9999999999999998e-01 2.4907516049665901e-09
0.0000000000000000e+00 0.0000000000000000e+00 6.6666666666666663e-01 5.4608939592526440e-10
0.0000000000000000e+00 0.0000000000000000e+00 7.3333333333333328e-01 2.5151702942594056e-10
0.0000000000000000e+00 0.0000000000000000e+00 8.0000000000000004e-01 1.3817902377866176e-09
0.0000000000000000e+00 0.0000000000000000e+00 8.6666666666666670e-01 1.9586150479256048e-09
0.0000000000000000e+00 0.0000000000000000e+00 9.3333333333333335e-01 6.6907679396877029e-10
0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00 1.4582544338577444e-09
0.0000000000000000e+00 6.6666666666666666e-02 5.3333333333333333e-01 2.4586380691776766e-09
0.0000000000000000e+00 6.6666666666666666e-02 5.9999999999999998e-01 4.1897175546631860e-09
0.0000000000000000e+00 6.6666666666666666e-02 6.6666666666666663e-01 2.5047611363487876e-09
0.0000000000000000e+00 6.6666666666666666e-02 7.3333333333333328e-01 4.2502958617907094e-11
0.0000000000000000e+00 6.6666666666666666e-02 8.0000000000000004e-01 5.8853770554950779e-10
0.0000000000000000e+00 6.6666666666666666e-02 8.6666666666666670e-01 5.6690591457297934e-10
0.0000000000000000e+00 6.6666666666666666e-02 9.3333333333333335e-01 4.0861476268555519e-10
0.0000000000000000e+00 1.3333333333333333e-01 5.3333333333333333e-01 5.0483597024975069e-09
0.0000000000000000e+00 1.3333333333333333e-01 5.9999999999999998e-01 5.1000510412069211e-10
0.0000000000000000e+00 1.3333333333333333e-01 6.6666666666666663e-01 3.0477783144466919e-10
0.0000000000000000e+00 1.3333333333333333e-01 7.3333333333333328e-01 1.7223983940495291e-09
0.0000000000000000e+00 1.3333333333333333e-01 8.0000000000000004e-01 1.9843303770972209e-09
0.0000000000000000e+00 1.3333333333333333e-01 8.6666666666666670e-01 4.3495828466744157e-10
0.0000000000000000e+00 1.3333333333333333e-01 9.3333333333333335e-01 6.2874106268595575e-10
0.0000000000000000e+00 2.0000000000000001e-01 4.6666666666666667e-01 9.9668663530727564e-09
0.0000000000000000e+00 2.0000000000000001e-01 5.3333333333333333e-01 2.9072498089477428e-09
0.0000000000000000e+00 2.0000000000000001e-01 5.9999999999999998e-01 5.3178473430337547e-10
0.0000000000000000e+00 2.0000000000000001e-01 6.6666666666666663e-01 6.7213127424858854e-10
0.0000000000000000e+00 2.0000000000000001e-01 7.3333333333333328e-01 4.8656768891763846e-10
0.0000000000000000e+00 2.0000000000000001e-01 8.0000000000000004e-01 8.5681940709125826e-10
0.0000000000000000e+00 2.0000000000000001e-01 8.6666666666666670e-01 2.2047869779884266e-10
0.0000000000000000e+00 2.0000000000000001e-01 9.3333333333333335e-01 1.0737935401960996e-09
0.0000000000000000e+00 2.6666666666666666e-01 4.6666666666666667e-01 1.8102578186462992e-09
0.0000000000000000e+00 2.6666666666666666e-01 5.3333333333333333e-01 1.5283800752774468e-09
0.0000000000000000e+00 2.6666666666666666e-01 5.9999999999999998e-01 2.9868042206171452e-09
0.0000000000000000e+00 2.6666666666666666e-01 6.6666666666666663e-01 2.5222697958016127e-09
0.0000000000000000e+00 2.6666666666666666e-01 7.3333333333333328e-01 1.1373871150466286e-09
0.0000000000000000e+00 2.6666666666666666e-01 8.0000000000000004e-01 1.1730411086929848e-10
0.0000000000000000e+00 2.6666666666666666e-01 8.6666666666666670e-01 2.0503065911725571e-10
0.0000000000000000e+00 2.6666666666666666e-01 9.3333333333333335e-01 8.6338665383767221e-10
0.0000000000000000e+00 3.3333333333333331e-01 4.0000000000000002e-01 2.2624251361236247e-09
0.0000000000000000e+00 3.3333333333333331e-01 4.6666666666666667e-01 2.5289697697106206e-09
0.0000000000000000e+00 3.3333333333333331e-01 5.3333333333333333e-01 3.3399900067898614e-09
0.0000000000000000e+00 3.3333333333333331e-01 5.9999999999999998e-01 3.5386608504550665e-09
0.0000000000000000e+00 3.3333333333333331e-01 6.6666666666666663e-01 2.6202245512196853e-09
0.0000000000000000e+00 3.3333333333333331e-01 7.3333333333333328e-01 8.8166300649117346e-10
0.0000000000000000e+00 3.3333333333333331e-01 8.0000000000000004e-01 6.7415779902990636e-10
0.0000000000000000e+00 3.3333333333333331e-01 8.6666666666666670e-01 7.1910076504533293e-10
0.0000000000000000e+00 3.3333333333333331e-01 9.3333333333333335e-01 1.6594897817023835e-09
0.0000000000000000e+00 4.0000000000000002e-01 3.3333333333333331e-01 5.0528049522213792e-09
0.0000000000000000e+00 4.0000000000000002e-01 4.0000000000000002e-01 2.3943730609321534e-09
0.0000000000000000e+00 4.0000000000000002e-01 4.6666666666666667e-01 1.5999250813081289e-09
0.0000000000000000e+00 4.0000000000000002e-01 5.3333333333333333e-01 1.7693631559900780e-09
0.0000000000000000e+00 4.0000000000000002e-01 5.9999999999999998e-01 1.7207814062558668e-09
0.0000000000000000e+00 4.0000000000000002e-01 6.6666666666666663e-01 6.8707745048968150e-10
0.0000000000000000e+00 4.0000000000000002e-01 7.3333333333333328e-01 1.1180948111810807e-09
0.0000000000000000e+00 4.0000000000000002e-01 8.0000000000000004e-01 2.2789038711668042e-09
0.0000000000000000e+00 4.0000000000000002e-01 8.6666666666666670e-01 5.4708232388733791e-10
0.0000000000000000e+00 4.6666666666666667e-01 2.0000000000000001e-01 7.3177739701169031e-09
0.0000000000000000e+00 4.6666666666666667e-01 2.6666666666666666e-01 3.6493255084479870e-09
0.0000000000000000e+00 4.6666666666666667e-01 3.3333333333333331e-01 1.2223319578730241e-10
0.0000000000000000e+00 4.6666666666666667e-01 4.0000000000000002e-01 1.6904682098584090e-09
0.0000000000000000e+00 4.6666666666666667e-01 4.6666666666666667e-01 1.7227761717197865e-09
0.0000000000000000e+00 4.6666666666666667e-01 5.3333333333333333e-01 9.5846663938914389e-10
0.0000000000000000e+00 4.6666666666666667e-01 5.9999999999999998e-01 6.5070404620115596e-10
0.0000000000000000e+00 4.6666666666666667e-01 6.6666666666666663e-01 1.4421099314709807e-09
0.0000000000000000e+00 4.6666666666666667e-01 7.3333333333333328e-01 2.6712966005870697e-09
0.0000000000000000e+00 4.6666666666666667e-01 8.0000000000000004e-01 2.2142576938666281e-09
0.0000000000000000e+00 4.6666666666666667e-01 8.6666666666666670e-01 2.7285758930073456e-09
0.0000000000000000e+00 5.3333333333333333e-01 0.0000000000000000e+00 3.1144062912733341e-09
0.0000000000000000e+00 5.3333333333333333e-01 6.6666666666666666e-02 7.9669987274044729e-10
0.0000000000000000e+00 5.3333333333333333e-01 1.3333333333333333e-01 1.7506955884982744e-09
0.0000000000000000e+00 5.3333333333333333e-01 2.0000000000000001e-01 2.0305845893631158e-10
0.0000000000000000e+00 5.3333333333333333e-01 2.6666666666666666e-01 2.6039389533494273e-09
0.0000000000000000e+00 5.3333333333333333e-01 3.3333333333333331e-01 4.5412681948242550e-09
0.0000000000000000e+00 5.3333333333333333e-01 4.0000000000000002e-01 4.7309391404404266e-09
0.0000000000000000e+00 5.3333333333333333e-01 4.6666666666666667e-01 3.5288981736769642e-09
0.0000000000000000e+00 5.3333333333333333e-01 5.3333333333333333e-01 2.0393527977446979e-09
0.0000000000000000e+00 5.3333333333333333e-01 5.9999999999999998e-01 1.3335281767723473e-09
0.0000000000000000e+00 5.3333333333333333e-01 6.6666666666666663e-01 1.6259144586250329e-09
0.0000000000000000e+00 5.3333333333333333e-01 7.3333333333333328e-01 1.7411443398174242e-09
0.0000000000000000e+00 5.3333333333333333e-01 8.0000000000000004e-01 7.1529271394865646e-10
0.0000000000000000e+00 5.9999999999999998e-01 0.0000000000000000e+00 2.1860100969103563e-10
0.0000000000000000e+00 5.9999999999999998e-01 6.6666666666666666e-02 7.3482553375470161e-11
0.0000000000000000e+00 5.9999999999999998e-01 1.3333333333333333e-01 1.0089751256714408e-09
0.0000000000000000e+00 5.9999999999999998e-01 2.0000000000000001e-01 2.8124473860913213e-09
0.0000000000000000e+00 5.9999999999999998e-01 2.6666666666666666e-01 4.2834094604593531e-09
0.0000000000000000e+00 5.9999999999999998e-01 3.3333333333333331e-01 4.5800908066162549e-09
0.0000000000000000e+00 5.9999999999999998e-01 4.0000000000000002e-01 3.5778924267759749e-09
0.0000000000000000e+00 5.9999999999999998e-01 4.6666666666666667e-01 1.8664279011204599e-09
0.0000000000000000e+00 5.9999999999999998e-01 5.3333333333333333e-01 3.5900399319999110e-10
0.0000000000000000e+00 5.9999999999999998e-01 5.9999999999999998e-01 3.0385099991647735e-10
0.0000000000000000e+00 5.9999999999999998e-01 6.6666666666666663e-01 3.1445412940200868e-10
0.0000000000000000e+00 5.9999999999999998e-01 7.3333333333333328e-01 9.1845014926761337e-10
0.0000000000000000e+00 5.9999999999999998e-01 8.0000000000000004e-01 1.2900023271811278e-09
0.0000000000000000e+00 6.6666666666666663e-01 0.0000000000000000e+00 2.4767756963589979e-09
0.0000000000000000e+00 6.6666666666666663e-01 6.6666666666666666e-02 3.1723446092257745e-10
0.0000000000000000e+00 6.6666666666666663e-01 1.3333333333333333e-01 6.7184796614938591e-10
0.0000000000000000e+00 6.6666666666666663e-01 2.0000000000000001e-01 1.0738966937928751e-09
0.0000000000000000e+00 6.6666666666666663e-01 2.6666666666666666e-01 1.0129347360887664e-09
0.0000000000000000e+00 6.6666666666666663e-01 3.3333333333333331e-01 3.6596131680610711e-10
0.0000000000000000e+00 6.6666666666666663e-01 4.0000000000000002e-01 7.3790856758293444e-10
0.0000000000000000e+00 6.6666666666666663e-01 4.6666666666666667e-01 1.8496206788398695e-09
0.0000000000000000e+00 6.6666666666666663e-01 5.3333333333333333e-01 2.4223508199305854e-09
0.0000000000000000e+00 6.6666666666666663e-01 5.9999999999999998e-01 2.1677860062574439e-09
0.0000000000000000e+00 6.6666666666666663e-01 6.6666666666666663e-01 1.3761389250355194e-09
0.0000000000000000e+00 6.6666666666666663e-01 7.3333333333333328e-01 1.0149524554137201e-09
0.0000000000000000e+00 7.3333333333333328e-01 0.0000000000000000e+00 3.4232701489883766e-10
0.0000000000000000e+00 7.3333333333333328e-01 6.6666666666666666e-02 5.5295334977500943e-10
0.0000000000000000e+00 7.3333333333333328e-01 1.3333333333333333e-01 1.0157190644122238e-09
0.0000000000000000e+00 7.3333333333333328e-01 2.0000000000000001e-01 2.2047210723741273e-09
0.0000000000000000e+00 7.3333333333333328e-01 2.6666666666666666e-01 2.9174490601135972e-09
0.0000000000000000e+00 7.3333333333333328e-01 3.3333333333333331e-01 3.4246225855127932e-09
0.0000000000000000e+00 7.3333333333333328e-01 4.0000000000000002e-01 3.8006308100690944e-09
0.0000000000000000e+00 7.3333333333333328e-01 4.6666666666666667e-01 3.7404134234364506e-09
0.0000000000000000e+00 7.3333333333333328e-01 5.3333333333333333e-01 2.7057150964182597e-09
0.0000000000000000e+00 7.3333333333333328e-01 5.9999999999999998e-01 3.4364722178992224e-10
0.0000000000000000e+00 7.3333333333333328e-01 6.6666666666666663e-01 2.8854008071732551e-09
0.0000000000000000e+00 8.0000000000000004e-01 0.0000000000000000e+00 1.9446738100139259e-09
0.0000000000000000e+00 8.0000000000000004e-01 6.6666666666666666e-02 9.3253471611376426e-10
0.0000000000000000e+00 8.0000000000000004e-01 1.3333333333333333e-01 1.6451482398593953e-09
0.0000000000000000e+00 8.0000000000000004e-01 2.0000000000000001e-01 2.4186365132905507e-09
0.0000000000000000e+00 8.0000000000000004e-01 2.6666666666666666e-01 2.1542726491574626e-09
0.0000000000000000e+00 8.0000000000000004e-01 3.3333333333333331e-01 1.8069573615164813e-09
0.0000000000000000e+00 8.0000000000000004e-01 4.0000000000000002e-01 1.6306228589613170e-09
0.0000000000000000e+00 8.0000000000000004e-01 4.6666666666666667e-01 8.4346707396321108e-10
0.0000000000000000e+00 8.0000000000000004e-01 5.3333333333333333e-01 1.8675043733651364e-09
0.0000000000000000e+00 8.0000000000000004e-01 5.9999999999999998e-01 1.7695258591743368e-09
0.0000000000000000e+00 8.6666666666666670e-01 0.0000000000000000e+00 4.4461539958529335e-10
0.0000000000000000e+00 8.6666666666666670e-01 6.6666666666666666e-02 7.8637096834199838e-12
0.0000000000000000e+00 8.6666666666666670e-01 1.3333333333333333e-01 2.6404944897251426e-10
0.0000000000000000e+00 8.6666666666666670e-01 2.0000000000000001e-01 1.3280961885797637e-09
0.0000000000000000e+00 8.6666666666666670e-01 2.6666666666666666e-01 3.1808352618512004e-09
0.0000000000000000e+00 8.6666666666666670e-01 3.3333333333333331e-01 3.7421986620600478e-09
0.0000000000000000e+00 8.6666666666666670e-01 4.0000000000000002e-01 3.1240776632301959e-09
0.0000000000000000e+00 8.6666666666666670e-01 4.6666666666666667e-01 3.4273193172396077e-09
0.0000000000000000e+00 9.3333333333333335e-01 0.0000000000000000e+00 8.1052885221076844e-10
0.0000000000000000e+00 9.3333333333333335e-01 6.6666666666666666e-02 5.3249771259089584e-10
0.0000000000000000e+00 9.3333333333333335e-01 1.3333333333333333e-01 3.5064962045083803e-10
0.0000000000000000e+00 9.3333333333333335e-01 2.0000000000000001e-01 9.2703467124977124e-10
0.0000000000000000e+00 9.3333333333333335e-01 2.6666666666666666e-01 3.9257175288298640e-10
0.0000000000000000e+00 9.3333333333333335e-01 3.3333333333333331e-01 2.3065177545689153e-09
0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00 1.5952243970218660e-09
6.6666666666666666e-02 0.0000000000000000e+00 5.3333333333333333e-01 8.0440489824695760e-09
6.6666666666666666e-02 0.0000000000000000e+00 5.9999999999999998e-01 1.1677014910560501e-10
6.6666666666666666e-02 0.0000000000000000e+00 6.6666666666666663e-01 6.0259797152184547e-11
6.6666666666666666e-02 0.0000000000000000e+00 7.3333333333333328e-01 1.2723817555126971e-09
6.6666666666666666e-02 0.0000000000000000e+00 8.0000000000000004e-01 7.8725381769118030e-10
6.6666666666666666e-02 0.0000000000000000e+00 8.6666666666666670e-01 4.2174352898882717e-10
6.6666666666666666e-02 0.0000000000000000e+00 9.3333333333333335e-01 6.3817351403372413e-10
1.3333333333333333e-01 0.0000000000000000e+00 5.3333333333333333e-01 1.5650631901564793e-09
1.3333333333333333e-01 0.0000000000000000e+00 5.9999999999999998e-01 3.0756024393951975e-09
1.3333333333333333e-01 0.0000000000000000e+00 6.6666666666666663e-01 3.0310021159607459e-10
1.3333333333333333e-01 0.0000000000000000e+00 7.3333333333333328e-01 1.8628902864747943e-09
1.3333333333333333e-01 0.0000000000000000e+00 8.0000000000000004e-01 6.3289462559623644e-10
1.3333333333333333e-01 0.0000000000000000e+00 8.6666666666666670e-01 1.1322653925560644e-09
1.3333333333333333e-01 0.0000000000000000e+00 9.3333333333333335e-01 7.4807049443847973e-10
2.0000000000000001e-01 0.0000000000000000e+00 4.6666666666666667e-01 5.8029292482331130e-09
2.0000000000000001e-01 0.0000000000000000e+00 5.3333333333333333e-01 5.0002504359270006e-09
2.0000000000000001e-01 0.0000000000000000e+00 5.9999999999999998e-01 4.2340202455193321e-09
2.0000000000000001e-01 0.0000000000000000e+00 6.6666666666666663e-01 5.5079052430073716e-10
2.0000000000000001e-01 0.0000000000000000e+00 7.3333333333333328e-01 2.2877126859555119e-09
2.0000000000000001e-01 0.0000000000000000e+00 8.0000000000000004e-01 1.1928902310387457e-10
2.0000000000000001e-01 0.0000000000000000e+00 8.6666666666666670e-01 2.3824995309951191e-09
2.0000000000000001e-01 0.0000000000000000e+00 9.3333333333333335e-01 1.0453415910660624e-11
2.6666666666666666e-01 0.0000000000000000e+00 4.6666666666666667e-01 2.3667729998066989e-09
2.6666666666666666e-01 0.0000000000000000e+00 5.3333333333333333e-01 5.8823768078752892e-09
2.6666666666666666e-01 0.0000000000000000e+00 5.9999999999999998e-01 2.2255135512239121e-09
2.6666666666666666e-01 0.0000000000000000e+00 6.6666666666666663e-01 1.7583574596358176e-09
2.6666666666666666e-01 0.0000000000000000e+00 7.3333333333333328e-01 1.9674715190376446e-09
2.6666666666666666e-01 0.0000000000000000e+00 8.0000000000000004e-01 7.0972117072187757e-10
2.6666666666666666e-01 0.0000000000000000e+00 8.6666666666666670e-01 2.0604202788376824e-09
2.6666666666666666e-01 0.0000000000000000e+00 9.3333333333333335e-01 1.4180754348558366e-09
3.3333333333333331e-01 0.0000000000000000e+00 4.0000000000000002e-01 2.2062049964688413e-09
3.3333333333333331e-01 0.0000000000000000e+00 4.6666666666666667e-01 3.3557783218896020e-09
3.3333333333333331e-01 0.0000000000000000e+00 5.3333333333333333e-01 2.2751653894204082e-09
3.3333333333333331e-01 0.0000000000000000e+00 5.9999999999999998e-01 7.5529893450720920e-10
3.3333333333333331e-01 0.0000000000000000e+00 6.6666666666666663e-01 2.0324653071668308e-09
3.3333333333333331e-01 0.0000000000000000e+00 7.3333333333333328e-01 8.9289731164399200e-10
3.3333333333333331e-01 0.0000000000000000e+00 8.0000000000000004e-01 7.8438100459266025e-10
3.3333333333333331e-01 0.0000000000000000e+00 8.6666666666666670e-01 9.1338847596489359e-10
3.3333333333333331e-01 0.0000000000000000e+00 9.3333333333333335e-01 6.0454219408256904e-10
4.0000000000000002e-01 0.0000000000000000e+00 3.3333333333333331e-01 2.9797133649367424e-09
4.0000000000000002e-01 0.0000000000000000e+00 4.0000000000000002e-01 9.9975050460443526e-10
4.0000000000000002e-01 0.0000000000000000e+00 4.6666666666666667e-01 1.6166001870487889e-10
4.0000000000000002e-01 0.0000000000000000e+00 5.3333333333333333e-01 1.7856578438113502e-09
4.0000000000000002e-01 0.0000000000000000e+00 5.9999999999999998e-01 2.2246058328789786e-09
4.0000000000000002e-01 0.0000000000000000e+00 6.6666666666666663e-01 9.9152952515169090e-10
4.0000000000000002e-01 0.0000000000000000e+00 7.3333333333333328e-01 2.8664937090638887e-10
4.0000000000000002e-01 0.0000000000000000e+00 8.0000000000000004e-01 3.2448399522877480e-10
4.0000000000000002e-01 0.0000000000000000e+00 8.6666666666666670e-01 2.5769741895942389e-10
4.6666666666666667e-01 0.0000000000000000e+00 2.0000000000000001e-01 6.1649894078641410e-09
4.6666666666666667e-01 0.0000000000000000e+00 2.6666666666666666e-01 1.0524874305417597e-09
4.6666666666666667e-01 0.0000000000000000e+00 3.3333333333333331e-01 2.3852995134632238e-09
4.6666666666666667e-01 0.0000000000000000e+00 4.0000000000000002e-01 6.1532556827614826e-11
4.6666666666666667e-01 0.0000000000000000e+00 4.6666666666666667e-01 2.6852013945699582e-09
4.6666666666666667e-01 0.0000000000000000e+00 5.3333333333333333e-01 3.0814466533968243e-09
4.6666666666666667e-01 0.0000000000000000e+00 5.9999999999999998e-01 1.3158460987483522e-09
4.6666666666666667e-01 0.0000000000000000e+00 6.6666666666666663e-01 6.1907767801017144e-10
4.6666666666666667e-01 0.0000000000000000e+00 7.3333333333333328e-01 7.9305984002076002e-10
4.6666666666666667e-01 0.0000000000000000e+00 8.0000000000000004e-01 3.5038461021486000e-10
4.6666666666666667e-01 0.0000000000000000e+00 8.6666666666666670e-01 7.5875261629221313e-10
5.3333333333333333e-01 0.0000000000000000e+00 0.0000000000000000e+00 2.9302935231610022e-09
5.3333333333333333e-01 0.0000000000000000e+00 6.6666666666666666e-02 6.7243517420934040e-09
5.3333333333333333e-01 0.0000000000000000e+00 1.3333333333333333e-01 4.1336312150974663e-10
5.3333333333333333e-01 0.0000000000000000e+00 2.0000000000000001e-01 4.9202584229135482e-09
5.3333333333333333e-01 0.0000000000000000e+00 2.6666666666666666e-01 4.7585069218314402e-09
5.3333333333333333e-01 0.0000000000000000e+00 3.3333333333333331e-01 1.6070793584788134e-09
5.3333333333333333e-01 0.0000000000000000e+00 4.0000000000000002e-01 1.5409669096300149e-09
5.3333333333333333e-01 0.0000000000000000e+00 4.6666666666666667e-01 2.5396067471206152e-09
5.3333333333333333e-01 0.0000000000000000e+00 5.3333333333333333e-01 1.2209784294725523e-09
5.3333333333333333e-01 0.0000000000000000e+00 5.9999999999999998e-01 8.0821305203926386e-10
5.3333333333333333e-01 0.0000000000000000e+00 6.6666666666666663e-01 1.5262151542572155e-09
5.3333333333333333e-01 0.0000000000000000e+00 7.3333333333333328e-01 3.4909675150629482e-10
5.3333333333333333e-01 0.0000000000000000e+00 8.0000000000000004e-01 6.6902838824489663e-10
5.9999999999999998e-01 0.0000000000000000e+00 0.0000000000000000e+00 1.9350740778360949e-10
5.9999999999999998e-01 0.0000000000000000e+00 6.6666666666666666e-02 1.6265300217810363e-09
5.9999999999999998e-01 0.0000000000000000e+00 1.3333333333333333e-01 4.5178421004266056e-09
5.9999999999999998e-01 0.0000000000000000e+00 2.0000000000000001e-01 3.7887519788171176e-09
5.9999999999999998e-01 0.0000000000000000e+00 2.6666666666666666e-01 1.2366339063873966e-09
5.9999999999999998e-01 0.0000000000000000e+00 3.3333333333333331e-01 8.5984286357643214e-10
5.9999999999999998e-01 0.0000000000000000e+00 4.0000000000000002e-01 1.2268150939576117e-09
5.9999999999999998e-01 0.0000000000000000e+00 4.6666666666666667e-01 3.7817748932411632e-11
5.9999999999999998e-01 0.0000000000000000e+00 5.3333333333333333e-01 1.4796635028346827e-09
5.9999999999999998e-01 0.0000000000000000e+00 5.9999999999999998e-01 1.9651182903146491e-09
5.9999999999999998e-01 0.0000000000000000e+00 6.6666666666666663e-01 9.6440722074930818e-10
5.9999999999999998e-01 0.0000000000000000e+00 7.3333333333333328e-01 4.2234526986817400e-10
5.9999999999999998e-01 0.0000000000000000e+00 8.0000000000000004e-01 3.8608589098973277e-10
6.6666666666666663e-01 0.0000000000000000e+00 0.0000000000000000e+00 4.5380733730272785e-10
6.6666666666666663e-01 0.0000000000000000e+00 6.6666666666666666e-02 1.5805161623916320e-09
6.6666666666666663e-01 0.0000000000000000e+00 1.3333333333333333e-01 7.0916117422825664e-10
6.6666666666666663e-01 0.0000000000000000e+00 2.0000000000000001e-01 1.4838135165007316e-09
6.6666666666666663e-01 0.0000000000000000e+00 2.6666666666666666e-01 2.5287221205871901e-09
6.6666666666666663e-01 0.0000000000000000e+00 3.3333333333333331e-01 1.6363923549533865e-09
6.6666666666666663e-01 0.0000000000000000e+00 4.0000000000000002e-01 3.3301228441473540e-10
6.6666666666666663e-01 0.0000000000000000e+00 4.6666666666666667e-01 1.8883112851142414e-09
6.6666666666666663e-01 0.0000000000000000e+00 5.3333333333333333e-01 2.0247958865127202e-09
6.6666666666666663e-01 0.0000000000000000e+00 5.9999999999999998e-01 8.7691720551674734e-10
6.6666666666666663e-01 0.0000000000000000e+00 6.6666666666666663e-01 3.3372460350733490e-10
6.6666666666666663e-01 0.0000000000000000e+00 7.3333333333333328e-01 2.9011015811875041e-11
7.3333333333333328e-01 0.0000000000000000e+00 0.0000000000000000e+00 6.4438025491648361e-10
7.3333333333333328e-01 0.0000000000000000e+00 6.6666666666666666e-02 5.0865978096226172e-11
7.3333333333333328e-01 0.0000000000000000e+00 1.3333333333333333e-01 2.1446440179317960e-09
7.3333333333333328e-01 0.0000000000000000e+00 2.0000000000000001e-01 3.2088474100078201e-09
7.3333333333333328e-01 0.0000000000000000e+00 2.6666666666666666e-01 2.3086874634259402e-09
7.3333333333333328e-01 0.0000000000000000e+00 3.3333333333333331e-01 3.7570568878209087e-10
7.3333333333333328e-01 0.0000000000000000e+00 4.0000000000000002e-01 9.8293906347635129e-10
7.3333333333333328e-01 0.0000000000000000e+00 4.6666666666666667e-01 8.6979667912601144e-10
7.3333333333333328e-01 0.0000000000000000e+00 5.3333333333333333e-01 2.5257751445906251e-10
7.3333333333333328e-01 0.0000000000000000e+00 5.9999999999999998e-01 9.3325258632148689e-10
7.3333333333333328e-01 0.0000000000000000e+00 6.6666666666666663e-01 2.2946622380004555e-10
8.0000000000000004e-01 0.0000000000000000e+00 0.0000000000000000e+00 3.8421176103322209e-10
8.0000000000000004e-01 0.0000000000000000e+00 6.6666666666666666e-02 3.3990588121923793e-11
8.0000000000000004e-01 0.0000000000000000e+00 1.3333333333333333e-01 7.8112938339813809e-10
8.0000000000000004e-01 0.0000000000000000e+00 2.0000000000000001e-01 1.1064971161545145e-10
8.0000000000000004e-01 0.0000000000000000e+00 2.6666666666666666e-01 8.9159968297281011e-10
8.0000000000000004e-01 0.0000000000000000e+00 3.3333333333333331e-01 9.3034602244301823e-10
8.0000000000000004e-01 0.0000000000000000e+00 4.0000000000000002e-01 2.4282131860786649e-10
8.0000000000000004e-01 0.0000000000000000e+00 4.6666666666666667e-01 1.5474621584132819e-09
8.0000000000000004e-01 0.0000000000000000e+00 5.3333333333333333e-01 1.3335763604516160e-09
8.0000000000000004e-01 0.0000000000000000e+00 5.9999999999999998e-01 1.0825014237696246e-09
8.6666666666666670e-01 0.0000000000000000e+00 0.0000000000000000e+00 7.5748840058487381e-10
8.6666666666666670e-01 0.0000000000000000e+00 6.6666666666666666e-02 2.3375390512114791e-10
8.6666666666666670e-01 0.0000000000000000e+00 1.3333333333333333e-01 1.5780754480942960e-09
